Name,Abbrev,Place,Id,Code,Department,Authors,Score 3 Yr,Score Overall
IAIN Sunan Ampel,-,"KOTA SURABAYA - JAWA TIMUR, ID",2094,202005,0,7,81,1080
Akademi Kebidanan Al-Ikhlas Cisarua,AKBIDAL-IKHLAS,"KAB. BOGOR - JAWA BARAT, ID",1813,044208,1,5,81,316
Akademi Kebidanan Munawarrah Bireuen,AKMUN,"KAB. BIREUEN - ACEH, ID",3427,134027,1,7,81,128
STAI Ihyaul Ulum Gresik,-,"KAB. GRESIK - JAWA TIMUR, ID",3786,213219,2,10,80,242
Akademi Kebidanan Permata Husada Samarinda,-,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",3276,114081,1,2,80,139
Pusat Penelitian dan Pengembangan Rekarta Mataram,-,"KAB. LOMBOK BARAT - NUSA TENGGARA BARAT, ID",8449,4576,0,0,80,80
Kresnamedia Publisher,KRESNA,"KOTA DEPOK - JAWA BARAT, ID",8244348,kresna,0,0,80,80
Ikatan Dokter Indonesia,IDI,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8173,0,0,0,80,80
Ikatan Sarjana Komunikasi Indonesia,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8175,0,0,0,80,80
Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya,-,"KOTA SURAKARTA - JAWA TENGAH, ID",302,063027,2,10,80,507
Akademi Manajemen Informatika dan Komputer Royal,AMIKROYAL,"KAB. ASAHAN - SUMATERA UTARA, ID",747,014118,0,0,79,232
Institut Teknologi Bisnis dan Kesehatan Bhakti Putra Bangsa Indonesia,IBISA,"KAB. PURWOREJO - JAWA TENGAH, ID",122,062011,4,12,79,222
STIT Islamiyah Karya Pembangunan Paron Ngawi,-,"KAB. NGAWI - JAWA TIMUR, ID",3825,213258,4,13,79,224
Lembaga Palanta Riset dan Ilmu Sosial,-,"KOTA PADANG - SUMATERA BARAT, ID",8244407,96314102,0,1,79,506
Sekolah Tinggi Ilmu Tarbiyah Darul Fattah,STITDARULFATTAHBANDARLAMPUNG,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",3878,213318,3,14,79,134
Sekolah Tinggi Ilmu Ekonomi Pembangunan Indonesia,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2610,093038,1,3,79,179
STT Anugerah Sinagoge Medan,STTASM,"KOTA MEDAN - SUMATERA UTARA, ID",4262,233314,3,7,78,98
Akademi Bahasa Asing Saint Mary,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1280,034091,1,1,78,92
STKIP Cokroaminoto Pinrang,-,"KAB. PINRANG - SULAWESI SELATAN, ID",2584,093008,4,11,78,82
Sekolah Tinggi Ilmu Kesehatan Husada Gemilang,STIKESHUGE,"KAB. INDRAGIRI HILIR - RIAU, ID",3090,103159,2,9,77,174
Institut Agama Islam Hasanuddin Pare,IAIH,"KAB. KEDIRI - JAWA TIMUR, ID",3785,212103,6,35,77,225
Politeknik Transportasi Sungai Danau dan Penyeberangan,POLTEKTRANSSDP,"KOTA PALEMBANG - SUMATERA SELATAN, ID",8244495,425012,3,7,77,187
Akademi Pertanian Yogyakarta,APTA,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1940,054015,1,8,77,268
STKIP Kristen Wamena,-,"KAB. JAYAWIJAYA - P A P U A, ID",3488,143025,3,11,77,162
Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al-Farabi,STITNUAL-FARABIPANGANDARAN,"KAB. PANGANDARAN - JAWA BARAT, ID",4048,213542,2,7,76,94
Universitas Pelita Harapan Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2104,071077,0,7,76,1555
STMIK Indo Daya Suvana,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1238,033216,2,5,76,489
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Riama,STKIPRIAMA,"- - -, ID",616,0,0,32,76,160
STITNU Sakinah Dharmasraya,-,"KAB. DHARMASRAYA - SUMATERA BARAT, ID",3973,213448,2,7,76,43856
Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,STIENUSAMEGARKENCANA,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1894,053005,2,12,76,910
Akademi Kesehatan Gigi Karya Adi Husada Mataram,AKGMATARAM,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2512,084036,1,2,75,242
STFT Gki Izaak Samuel Kijne Jayapura,STFTGKII.S.KIJNE,"KOTA JAYAPURA - P A P U A, ID",3466,143003,4,13,75,116
Akademi Kebidanan Graha Ananda,AKBIDGRAHAANANDA,"KOTA PALU - SULAWESI TENGAH, ID",2858,164020,1,16,75,158
"STAI Solok Nan Indah, Kota Padang",-,"KOTA SOLOK - SUMATERA BARAT, ID",3856,213292,3,3,74,78
Sekolah Tinggi Teknologi Pratama Adi,STTPRATAMAADI,"KAB. BANDUNG - JAWA BARAT, ID",1627,043262,1,4,74,92
Politeknik Industri ATMI,-,"KAB. BEKASI - JAWA BARAT, ID",1764,045048,3,16,74,253
STIKES Payung Negeri Aceh Darussalam,-,"KAB. BENER MERIAH - ACEH, ID",3383,133022,2,14,74,446
AKTEK Radiodiagnostik Dan Radioterapi Bali,ATROBALI,"KOTA DENPASAR - BALI, ID",2510,084034,2,8,74,106
Akademi Keperawatan Metuari Waya Manado,-,"KOTA MANADO - SULAWESI UTARA, ID",2863,164021,1,3,74,5173
Disabled -- STIMIK Lamappapoleonro,STIMIKYPLS,"KAB. SOPPENG - SULAWESI SELATAN, ID",2785,093135,0,0,73,73
STIKES Yarsi Sumatera Barat,-,"KOTA BUKITTINGGI - SUMATERA BARAT, ID",3001,103098,0,0,73,328
Akademi Pariwisata Kupang,-,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",2498,154004,2,1,73,139
STISIP Trimasda Cilegon,STISIPTRIMASDA,"KOTA CILEGON - BANTEN, ID",1549,043341,3,2,73,74
STAI Denpasar Bali,-,"KOTA DENPASAR - BALI, ID",3603,213006,3,16,73,139
Politeknik Cahaya Surya,-,"KOTA KEDIRI - JAWA TIMUR, ID",2350,075001,1,4,72,121
Akademi Farmasi 17 Agustus 1945 Semarang,-,"KOTA SEMARANG - JAWA TENGAH, ID",2029,064158,1,4,72,192
Sekolah Tinggi Teknologi Texmaco,-,"KAB. SUBANG - JAWA BARAT, ID",1517,043107,5,8,72,312
Akademi Keperawatan Ibnu Sina Kota Sabang,AKIS,"KOTA SABANG - ACEH, ID",3435,134035,1,3,72,156
STAI YPBWI Surabaya,-,"KAB. SIDOARJO - JAWA TIMUR, ID",3810,213243,5,22,72,180
Akademi Teknik Kupang,ATK,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",2495,154001,2,1,72,111
Disable -- STKIP Nias Selatan,-,"KAB. NIAS SELATAN - SUMATERA UTARA, ID",688,013151,0,0,72,174
Sekolah Tinggi Ilmu Administrasi Bayuangga,STIABAYUANGGA,"KOTA PROBOLINGGO - JAWA TIMUR, ID",2164,073038,2,10,72,484
Sekolah Tinggi Ilmu Kesehatan Notokusumo Yogyakarta,-,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1966,053048,4,24,71,575
Akademi Kebidanan Kholisatur Rahmi Binjai,AKBIDKR,"KOTA BINJAI - SUMATERA UTARA, ID",735,014054,1,8,71,348
Sekolah Tinggi Ilmu Ekonomi LPI Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2618,093048,2,10,71,303
Sekolah Tinggi Ilmu Ekonomi Eben Haezer Manado,-,"KOTA MANADO - SULAWESI UTARA, ID",2621,163010,2,11,71,566
Akademi Keperawatan Sandi Karsa,AKPERSAKA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2803,094066,0,0,71,71
Sekolah Tinggi Ilmu Komunikasi Pembangunan,-,"- - SUMATERA UTARA, ID",634,013042,1,1,71,139
Institut Teknologi Budi Utomo,ITBU,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1096,032007,6,20,71,556
STISIP 17-8-1945 Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2583,093006,2,15,71,107
Sekolah Tinggi Ilmu Manajemen Informatika & Teknik Komputer Agamua Wamena Papua,-,"KAB. JAYAWIJAYA - P A P U A, ID",3470,143032,2,8,71,277
Sekolah Tinggi Ilmu Kesehatan Baramuli,-,"KAB. PINRANG - SULAWESI SELATAN, ID",2701,093141,3,16,71,128
Persatuan Dokter Gigi Indonesia,PDGI,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",8244219,0000221,0,1,71,71
Pusat Kajian Bahasa dan Budaya,-,"KOTA SURAKARTA - JAWA TENGAH, ID",8214,0,0,0,70,70
Universitas Pepabri Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2534,091008,5,20,70,355
Sekolah Tinggi Teknologi Cirebon,-,"KOTA CIREBON - JAWA BARAT, ID",1486,043050,2,7,70,254
Akademi Kebidanan Indragiri,AKI,"KAB. INDRAGIRI HULU - RIAU, ID",3123,104136,1,7,70,248
Politeknik Lamandau,POLILAMAN,"KAB. LAMANDAU - KALIMANTAN TENGAH, ID",8225,115019,3,14,69,118
"STAI UISU, Pematang Siantar, Sumatera Utara",-,"KAB. SIMALUNGUN - SUMATERA UTARA, ID",3925,213375,3,1,69,100
Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso,-,"KAB. POSO - SULAWESI TENGAH, ID",2741,163045,3,10,69,84
STIKES Muhammadiyah Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",2267,073169,3,6,69,135
AMIK Datuk Parpatiah Nan Sabatang,-,"KOTA PADANG - SUMATERA BARAT, ID",3061,104050,0,1,69,101
Universitas Muhammadiyah Papua,UMPAPUA,"KOTA JAYAPURA - P A P U A, ID",3476,141012,8,36,69,406
STAI Al-Amin Gersik Kediri Lombok Barat,STAIALAMIN,"KAB. LOMBOK BARAT - NUSA TENGGARA BARAT, ID",3765,213196,3,11,69,112
"STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan",-,"KAB. OGAN KOMERING ULU TIMUR - SUMATERA SELATAN, ID",3880,213321,3,2,68,163
Sekolah Tinggi Ilmu Kehutanan Tgk. Chik Pante Kulu,STIKPANTEKULU,"KOTA BANDA ACEH - ACEH, ID",3367,133005,1,12,68,302
Sekolah Tinggi Teologi Wesley Methodist Indonesia,STTWMI,"KAB. BOGOR - JAWA BARAT, ID",4128,233097,5,5,68,113
Sekolah Tinggi Agama Islam Al-Azhar Gowa,STAIAL-AZHARGOWA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",3673,213091,2,1,67,70
Institut Agama Islam Ngawi Jawa Timur,IAINGAWIJAWATIMUR,"KAB. NGAWI - JAWA TIMUR, ID",8387,212061,7,16,67,208
"STAI Al-Furqan Makassar, Sulawesi Selatan",-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",3887,213329,2,7,67,155
Institut Sains Dan Teknologi Indonesia Manokwari,-,"KAB. MANOKWARI - PAPUA BARAT, ID",3463,142002,5,9,67,94
Sekolah Tinggi Teologi El-Shadday Surakarta,-,"KOTA SURAKARTA - JAWA TENGAH, ID",89,233079,2,5,66,84
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Babunnajah Pandeglang,STKIPBABUNNAJAHPANDEGLANG,"KAB. PANDEGLANG - BANTEN, ID",8244411,96314106,0,12,66,97
STIKES Yahya Bima,-,"KAB. BIMA - NUSA TENGGARA BARAT, ID",2465,083068,3,19,66,293
Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto,STBACHP,"KOTA BEKASI - JAWA BARAT, ID",1612,043246,3,10,66,71
Sekolah Tinggi Administrasi Muhammadiyah Selong,STIAMUHAMMADIYAHSELONG,"KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",2414,083014,2,9,66,341
Akademi Keperawatan Dr. Soedono Madiun Prov. Jawa Timur,-,"KOTA MADIUN - JAWA TIMUR, ID",4373,344047,1,2,66,83
Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2590,093016,2,6,66,387
Akademi Keperawatan Yaspen Jakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1338,034179,1,8,66,148
Politeknik Gunakarya Indonesia Bekasi,-,"KOTA BEKASI - JAWA BARAT, ID",1847,045019,4,5,66,67
Akbid Harapan Mulya Ponorogo,-,"KAB. PONOROGO - JAWA TIMUR, ID",2312,074088,1,6,66,218
STMIK Samarinda,-,"- - KALIMANTAN TIMUR, ID",3168,113014,2,1,65,120
STAI Daruttaqwa Gresik,-,"KAB. GRESIK - JAWA TIMUR, ID",3783,213215,5,22,65,209
Sekolah Tinggi Ilmu Al-Qur'an Dan Sains Al-Ishlah Lamongan Jawa Timur,-,"UNKNOWN - UNKNOWN, ID",8317,213581,1,5,65,134
AMIK Luwuk Banggai,-,"KAB. BANGGAI - SULAWESI TENGAH, ID",2793,164010,2,5,65,119
Sekolah Tinggi Agama Buddha Syailendra,STABSYAILENDRA,"KOTA SEMARANG - JAWA TENGAH, ID",38,293009,1,6,65,250
Akademi Kebidanan Buton Raya,-,"KOTA BAU BAU - SULAWESI TENGGARA, ID",2868,094135,0,4,65,71
STAI Al-Yasini Pasuruan,-,"KAB. PASURUAN - JAWA TIMUR, ID",3634,213048,3,15,65,168
Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,-,"KAB. JEMBER - JAWA TIMUR, ID",3643,213058,2,11,65,245
Sekolah Tinggi Ilmu Administrasi Asy Syafi iyah,-,"KAB. FAK FAK - PAPUA BARAT, ID",3472,143008,2,1,64,243
STIT Multazam,-,"KAB. LAMPUNG BARAT - LAMPUNG, ID",4029,213516,4,3,64,77
Southeast Asian Ministers Of Education Organization Regional Centre For Food And Nutrition,SEAMEORECFON,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",8244396,001100891,0,1,64,64
Sekolah Tinggi Teologi IKAT,STTIKATJAKARTA,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4134,233105,7,26,63,136
Universitas Ibnu Chaldun,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1053,031001,11,18,63,152
Akademi Maritim Nasional Jakarta Raya,AKADEMIMARITIMNASIONALJAKARTARAYA,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",1267,034030,3,6,63,140
Sekolah Tinggi Teknologi Mutu Muhammadiyah,-,"KAB. TANGERANG - BANTEN, ID",1508,043091,3,14,63,342
STKIP Tunas Palapa,-,"KAB. LAMPUNG TENGAH - LAMPUNG, ID",964,023126,4,9,63,183
Akademi Keperawatan Al-Hambra Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2811,094074,1,2,63,367
Akademik Kebidanan Armina Centre Panyabungan,-,"KAB. MANDAILING NATAL - SUMATERA UTARA, ID",775,014166,1,3,62,470
Akademi Sekretari Dan Manajemen Desanta,-,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1944,054022,1,5,62,1454
Akademi Kebidanan Helvetia Pekanbaru,AKBIDHELVETIAPEKAN,"KOTA PEKANBARU - RIAU, ID",3088,104091,1,10,62,407
Akademi Keperawatan Karya Bhakti Nusantara,-,"KAB. MAGELANG - JAWA TENGAH, ID",288,064112,1,7,62,179
Sekolah Tinggi Ekonomi dan Bisnis Islam Badri Mashduqi,-,"KAB. PROBOLINGGO - JAWA TIMUR, ID",8244449,213691,2,5,62,147
Akademi Kebidanan Dharma Husada Pekanbaru,-,"KOTA PEKANBARU - KEPULAUAN RIAU, ID",3065,104056,1,4,62,109
Sekolah Tinggi Ilmu Ekonomi Widya Manggalia,STIEWIDYAMANGGALIA,"KAB. BREBES - JAWA TENGAH, ID",8240,063014,1,7,61,196
Sekolah Tinggi Ilmu Ekonomi Assholeh,STIEASSHOLEH,"KAB. PEMALANG - JAWA TENGAH, ID",163,063030,3,13,61,187
Sekolah Tinggi Ilmu Tarbiyah Aqidah Usymuni,STITAQIDAHUSYMUNISUMENEP,"KAB. SUMENEP - JAWA TIMUR, ID",3822,213255,3,16,61,113
"STIT Darul Ulum Kotabaru, Kalimantan Selatan",-,"KAB. KOTABARU - KALIMANTAN SELATAN, ID",3947,213415,1,7,61,466
Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,-,"- - DKI JAKARTA, ID",3745,213172,3,2,61,547
Politeknik Putra Bangsa Pontianak,-,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",3296,115003,1,1,61,63
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1207,033147,4,4,60,118
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,STIEMKALIANDA,"KAB. LAMPUNG SELATAN - LAMPUNG, ID",886,023033,1,6,60,70
Budapest International Research and Critics University - Publisher,BIRCU-PUBLISHER,"KAB. DELI SERDANG - SUMATERA UTARA, ID",8453,1001,0,0,60,60
Lembaga Penelitian dan Pendidikan Mandala,LPPMANDALA,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",8457,03258946,0,0,60,60
Perhimpunan Mikrobiologi Indonesia,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8206,0,0,0,60,60
Prodia Education and Research Institute,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8212,0,0,0,60,60
SEAMEO BIOTROP,-,"KOTA BOGOR - JAWA BARAT, ID",8217,0,0,0,60,60
Lembaga Kajian Demokrasi dan Pemberdayaan Masyarakat (LKD-PM),LEMBAGAKAJIANDEMOKRASIDANPEMBERDAYAANMASYARAK,"KAB. TANGERANG - BANTEN, ID",8274,LKD-PM,0,0,60,60
STBA Haji Agus Salim,STBAHAS,"KOTA BUKITTINGGI - SUMATERA BARAT, ID",3011,103111,2,7,60,178
Indonesian Mathematical Society (IndoMS),-,"KOTA BANDUNG - JAWA BARAT, ID",8181,0,0,0,60,60
Indonesian Ornithology,-,"KOTA BOGOR - JAWA BARAT, ID",8182,0,0,0,60,60
Indonesian Society for Knowledge and Human Development (Insight),-,"KOTA PADANG - SUMATERA BARAT, ID",8184,0,0,0,60,60
Indonesian Society of Critical Care Medicine,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",8185,0,0,0,60,60
Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI) Yogyakarta,-,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",8189,0,0,0,60,60
STIKES An Nasher Cirebon,-,"KAB. CIREBON - JAWA BARAT, ID",1700,043347,2,4,59,64
Institut Studi Islam Muhammadiyah Pacitan,-,"KAB. PACITAN - JAWA TIMUR, ID",3834,212094,6,17,59,102
Syntax Corporation,SYNTAXCORPORATION,"KOTA CIREBON - JAWA BARAT, ID",8346,4567,0,1,59,70
Politeknik Gajah Sakti,-,"KOTA METRO - LAMPUNG, ID",1049,025008,4,1,59,2361
Sekolah Tinggi Teologi Berea Salatiga,-,"KOTA SALATIGA - JAWA TENGAH, ID",352,233146,1,4,59,66
Akademi Analis Farmasi Dan Makanan Sunan Giri,-,"KAB. PONOROGO - JAWA TIMUR, ID",2322,074100,2,19,59,99
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",-,"KAB. ASAHAN - SUMATERA UTARA, ID",3578,212018,6,42,58,154
ASMI Citra Nusantara,ASMICINUS,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3278,114084,2,17,58,165
STAI PERSIS Bandung,-,"KAB. BANDUNG - JAWA BARAT, ID",3701,213125,5,8,58,67
STIT Ar - Risalah,-,"- - -, ID",4026,0,0,5,58,354
Akademi Kebidanan Abdi Persada Banjarmasin,-,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3283,114089,0,4,58,107
STISIP Setia Budhi,-,"KAB. LEBAK - BANTEN, ID",1618,043252,2,12,58,75
STIKES Graha Edukasi,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2716,093156,4,29,58,217
Sekolah Tinggi Bahasa Asing JIA,-,"KOTA BEKASI - JAWA BARAT, ID",1534,043131,4,24,57,577
Badan Pengembangan Sumber Daya Manusia,BPSDMPROVINSIJAWABARAT,"KOTA CIMAHI - JAWA BARAT, ID",8446,00003333,0,1,57,108
Sekolah Tinggi Ilmu Administrasi Sandikta,-,"KOTA BEKASI - JAWA BARAT, ID",1587,043214,0,10,57,179
STMIK Tidore Mandiri,-,"KOTA TIDORE KEPULAUAN - MALUKU UTARA, ID",3331,123045,3,12,56,76
STIA Bala Putra Dewa,STIABPD,"KOTA PALEMBANG - SUMATERA SELATAN, ID",965,023127,2,17,56,119
Akademi Pariwisata NHI Bandung,AKPARNHI,"KOTA BANDUNG - JAWA BARAT, ID",1747,044111,1,17,56,122
STKIP Banten,-,"KOTA SERANG - BANTEN, ID",1649,043289,6,10,55,109
Sekolah Tinggi Pertanian Kewirausahaan Banau,-,"KAB. HALMAHERA BARAT - MALUKU UTARA, ID",3336,123055,2,16,55,199
Badan Pemeriksa Keuangan Republik Indonesia,BPKRI,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8118,0,0,2,55,570
Sekolah Tinggi Ilmu Ekonomi Pandu Madania,-,"KAB. BOGOR - JAWA BARAT, ID",1546,043149,3,4,55,645
Politeknik Santo Thomas,-,"KOTA MEDAN - SUMATERA UTARA, ID",825,015011,4,6,55,1704
Sekolah Tinggi Ilmu Manajemen Budi Bakti,STIMBUDIBAKTI,"KOTA BOGOR - JAWA BARAT, ID",1583,043207,2,9,55,116
"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat",-,"KAB. PESISIR SELATAN - SUMATERA BARAT, ID",3862,213298,3,1,54,1120
STIT Raden Wijaya Mojokerto,-,"KOTA MOJOKERTO - JAWA TIMUR, ID",3838,213273,1,10,54,124
Sekolah Tinggi Ilmu Ekonomi Dharma Putra,STIEDHARMAPUTRASEMARANG,"- - -, ID",41,0,0,3,54,738
Akademi Keuangan Dan Perbankan Borobudur,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1269,034033,1,2,53,60
"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan",-,"KAB. OGAN ILIR - SUMATERA SELATAN, ID",3883,213325,1,1,53,69
Sekolah Tinggi Ilmu Kesehatan Gunung Sari,STIKESGUNUNGSARI,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2706,093208,4,21,53,111
"STAI YAPNAS Jeneponto, Sulawesi Selatan",-,"KAB. JENEPONTO - SULAWESI SELATAN, ID",3907,213354,3,1,53,129
Sekolah Tinggi Teologi Amanat Agung,STTAA,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",4125,233093,4,12,53,224
Sekolah Tinggi Ilmu Syari ah (STIS) Nahdlatul Ulama Aceh,-,"- - -, ID",4041,0,0,1,53,86
STAI Muhammadiyah Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",3699,213122,5,3,53,284
Akademi Perniagaan dan Perusahaan APIPSU Medan,APPAPIPSU,"KOTA MEDAN - SUMATERA UTARA, ID",713,014001,1,6,52,136
Akademi Keperawatan Hafshawaty Zainul Hasan,-,"- - -, ID",2292,074045,0,1,52,176
Akademi Kebidanan Puteri Andalas,-,"- - SUMATERA BARAT, ID",3097,104105,1,1,52,53
Akademi Fisioterapi Harapan Bangsa Banda Aceh,AKFISBANDAACEH,"KOTA BANDA ACEH - ACEH, ID",3428,134028,1,7,52,107
Akademi Keperawatan Manggala Husada,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1343,034186,1,9,51,246
Akademi Akuntansi Muhammadiyah Klaten,-,"KAB. KLATEN - JAWA TENGAH, ID",2010,064046,0,0,51,153
STMIK Eresha,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",529,033196,0,0,51,51
STIKES Lampung,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",919,023076,0,0,51,255
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Invada Cirebon,-,"KAB. CIREBON - JAWA BARAT, ID",1698,043345,0,1,51,52
STIKes Muhammadiyah Pringsewu,SEKOLAHTINGGIILMUKESEHATANMUHAMMADIYAHPRINGSE,"KAB. PRINGSEWU - LAMPUNG, ID",952,023114,0,0,51,154
Akademi Manajemen Informatika Dan Komputer Logika,-,"KOTA MEDAN - SUMATERA UTARA, ID",730,014046,2,0,51,153
Sekolah Tinggi Ilmu Ekonomi STEMBI,-,"KOTA BANDUNG - JAWA BARAT, ID",1466,043026,5,12,51,1135
Akademi Sekretari Dan Manajemen Persada Bunda,-,"KOTA PEKANBARU - KEPULAUAN RIAU, ID",3049,104019,2,0,51,153
Disable -- Akademi Perpajakan Tridarma,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",993,024083,0,0,51,51
Akademi Farmasi Kebangsaan Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2827,094094,0,0,51,664
Akademi Kebidanan Yayasan Rumah Sakit Jakarta,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1354,034201,0,1,51,52
Akademi Kebidanan Medica Bakti Nusantara,-,"KAB. PRINGSEWU - LAMPUNG, ID",1043,024140,1,0,51,51
Akademi Sekretari Manajemen Amsir Pare-Pare,-,"KOTA PARE PARE - SULAWESI SELATAN, ID",2778,094030,0,0,51,51
Disable -- Sekolah Tinggi Ilmu Ekonomi Sumbar,-,"KOTA PARIAMAN - SUMATERA BARAT, ID",2926,103011,0,0,51,51
Politeknik 17 Agustus 1945 Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2360,075013,0,0,51,124
Disable -- Amik Harapan Bangsa Surakarta,AMIKHB,"KOTA SURAKARTA - JAWA TENGAH, ID",137,064024,0,0,51,203
Akademi Komunikasi Media Radio Dan TV Jakarta,AKMRTVJAKARTA,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1291,034112,1,11,51,193
STIT Muhammadiyah Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",3831,213264,4,9,51,215
Politeknik Pelayaran Malahayati,POLTEKPELMALAHAYATI,"KAB. ACEH BESAR - ACEH, ID",8244430,425016,3,15,50,143
Masyarakat Linguistik Indonesia,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",8192,0,0,0,50,50
Masyarakat Penilitian Kayu Indonesia,-,"KOTA BOGOR - JAWA BARAT, ID",8193,0,0,0,50,50
Perhimpuanan Dokter Spesialis Patologi Klinik Indonesia,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",8195,0,0,0,50,50
Perhimpunan Biologi Indonesia (PBI) Cabang Jawa Timur,-,"KOTA SURABAYA - JAWA TIMUR, ID",8196,0,0,0,50,50
Perhimpunan Dokter Anestesiologi & Terapi Intensif Indonesia (Perdatin),-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8197,0,0,0,50,50
Perhimpunan Dokter Paru Indonesia (PDPI),-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",8198,0,0,0,50,50
Perhimpunan Dokter Spesialis Kardiovaskular Indonesia,-,"KOTA SURABAYA - JAWA TIMUR, ID",8199,0,0,0,50,50
Perhimpunan Dokter Spesialis Saraf Indonesia,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8203,0,0,0,50,50
