Affiliations,Level,Department,Authors,Code ,Score 3 Yr,Score Overall
Universitas Bung Hatta,S2,Ilmu Hukum,7,74101,228,247
Universitas Bung Hatta,S1,Sastra Jepang,6,79204,204,212
Universitas Bung Hatta,S1,Pendidikan Teknik Informatika & Komputer,6,83207,148,231
Universitas Bung Hatta,S1,Teknik Elektro,5,20201,129,457
Universitas Bung Hatta,S1,Pendidikan Pancasila Dan Kewarganegaraan,6,87205,91,195
Universitas Bung Hatta,S1,Perencanaan Wilayah Dan Kota,7,35201,70,177
Universitas Bung Hatta,S1,Ekonomi Pembangunan,4,60201,70,110
Universitas Bung Hatta,S1,Pendidikan Bahasa Inggris,8,88203,68,108
Universitas Bung Hatta,S1,Teknik Sipil,16,22201,64,124
Universitas Bung Hatta,S1,Akuntansi,10,62201,50,80
Universitas Bung Hatta,S1,Ilmu Hukum,16,74201,49,49
Universitas Bung Hatta,D4,Teknologi Rekayasa Pengelolaan Dan Pemeliharaan Ba,2,22313,42,42
Universitas Bung Hatta,S2,Arsitektur,5,23101,40,87
Universitas Bung Hatta,S2,Pendidikan Bahasa Dan Sastra Indonesia,4,88101,32,32
Universitas Bung Hatta,S1,Arsitektur,8,23201,30,30
Universitas Bung Hatta,S1,Sastra Indonesia,6,79201,18,18
Universitas Bung Hatta,S1,Pemanfaatan Sumber Daya Perikanan,6,54246,14,126
Universitas Bung Hatta,S1,Budidaya Perairan,5,54243,11,241
Universitas Bung Hatta,S1,Pendidikan Bahasa Dan Sastra Indonesia,4,88201,10,10
Universitas Bung Hatta,S1,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",5,85201,8,8
Universitas Timor,S1,Pendidikan Matematika,22,84202,1132,1578
Universitas Timor,S1,Kimia,13,47201,1000,1486
Universitas Timor,S1,Peternakan,15,54231,903,1529
Universitas Timor,S1,Biologi,14,46201,402,694
Universitas Timor,S1,Ekonomi Pembangunan,13,60201,347,527
Universitas Timor,S1,Agribisnis,15,54201,338,486
Universitas Timor,S1,Ilmu Pemerintahan,12,65201,297,432
Universitas Timor,S1,Pendidikan Bahasa Dan Sastra Indonesia,19,88201,282,449
Universitas Timor,S1,Agroteknologi,24,54211,281,557
Universitas Timor,S1,Pendidikan Biologi,16,84205,280,435
Universitas Timor,S1,Teknologi Informasi,10,59201,260,656
Universitas Timor,S1,Ilmu Administrasi Negara,14,63201,238,368
Universitas Timor,S1,Manajemen,12,61201,173,228
Universitas Timor,S1,Pendidikan  Bahasa Inggris,12,88203,70,295
Universitas Timor,D3,Keperawatan,12,14401,26,173
Universitas Timor,S1,Matematika,8,44201,3,3
Universitas Al Asyariah Mandar,S1,Pendidikan Bahasa Indonesia,13,88201,1658,2970
Universitas Al Asyariah Mandar,S1,Sistem Informasi,9,57201,1261,1788
Universitas Al Asyariah Mandar,S1,Pendidikan Matematika,12,84202,1150,1843
Universitas Al Asyariah Mandar,S1,Teknik Informatika,4,55201,987,1437
Universitas Al Asyariah Mandar,S1,Pendidikan Pancasila Dan Kewarganegaraan,10,87205,549,1144
Universitas Al Asyariah Mandar,S1,Ilmu Pemerintahan,12,65201,453,498
Universitas Al Asyariah Mandar,S1,Agroteknologi,9,54211,421,559
Universitas Al Asyariah Mandar,S1,Kesehatan Masyarakat,16,13201,418,833
Universitas Al Asyariah Mandar,S1,Hukum Ekonomi Syari`ah (Mu`amalah),11,74234,393,523
Universitas Al Asyariah Mandar,S1,Ilmu Komunikasi,8,70201,371,431
Universitas Al Asyariah Mandar,S1,Agribisnis,6,54201,247,332
Universitas Al Asyariah Mandar,S1,Peternakan,6,54231,155,215
Universitas Garut,S1,Farmasi,27,48201,1684,2450
Universitas Garut,S2,Manajemen,4,61101,1100,1523
Universitas Garut,S1,Agroteknologi,14,54211,905,1195
Universitas Garut,S2,Ilmu Administrasi Negara,5,63101,661,881
Universitas Garut,S1,Ilmu Administrasi Negara,24,63201,633,798
Universitas Garut,S1,Bisnis Digital,5,61209,617,1513
Universitas Garut,S1,Kimia,7,47201,593,789
Universitas Garut,S1,Ilmu Komunikasi,13,70201,477,877
Universitas Garut,S1,Manajemen,18,61201,467,611
Universitas Garut,S1,Kewirausahaan,6,94202,456,557
Universitas Garut,S1,Peternakan,7,54231,361,593
Universitas Garut,Pro,Profesi Apoteker,6,48091,274,416
Universitas Garut,S1,Akuntansi,15,62201,260,355
Universitas Garut,S1,Pendidikan Fisika,6,84203,255,285
Universitas Garut,S1,Pendidikan Agama Islam,7,86208,247,734
Universitas Garut,S1,Pendidikan Ilmu Pengetahuan Alam,5,84206,238,461
Universitas Garut,S1,Teknik Elektro,4,20201,225,245
Universitas Garut,S1,Pendidikan Guru Sekolah Dasar,7,86206,178,313
Universitas Garut,D3,Akuntansi,5,62401,147,147
Universitas Garut,S1,Pendidikan Olahraga,6,85201,142,207
Universitas Garut,S2,Manajemen Pendidikan Islam,2,86130,134,264
Universitas Garut,S1,Agribisnis,7,54201,94,264
Universitas Garut,S1,Ilmu dan Teknologi Pangan,5,41203,93,133
Universitas Garut,S1,Pendidikan Guru Madrasah Ibtidaiyah,7,86232,41,81
Universitas Garut,S1,Pariwisata,4,93202,23,38
Universitas Garut,D3,Teknik Telekomunikasi,2,20402,4,4
Universitas Garut,S1,Rekayasa Sistem Komputer,0,56201,0,0
Universitas Garut,S1,Teknologi Informasi,3,59201,0,0
Universitas Garut,S1,Rekayasa Perangkat Lunak,0,58201,0,0
Institut Teknologi Telkom Purwokerto,S1,Teknik Telekomunikasi,32,20202,2900,5243
Institut Teknologi Telkom Purwokerto,S1,Teknik Informatika,40,55201,2455,4947
Institut Teknologi Telkom Purwokerto,S1,Rekayasa Perangkat Lunak,11,58201,1783,2729
Institut Teknologi Telkom Purwokerto,S1,Sistem Informasi,19,57201,1542,2731
Institut Teknologi Telkom Purwokerto,D3,Teknik Telekomunikasi,9,20402,1387,2860
Institut Teknologi Telkom Purwokerto,S1,Teknik Industri,13,26201,693,1095
Institut Teknologi Telkom Purwokerto,S1,Teknik Biomedis,4,11223,304,443
Institut Teknologi Telkom Purwokerto,S1,Teknik Logistik,4,63315,266,417
Institut Teknologi Telkom Purwokerto,S1,Sains Data,4,49202,240,358
Institut Teknologi Telkom Purwokerto,S1,Teknik Elektro,5,20201,98,176
Institut Teknologi Telkom Purwokerto,S1,Bisnis Digital,3,61209,72,137
Institut Teknologi Telkom Purwokerto,S1,Desain Komunikasi Visual,13,90241,41,41
Institut Teknologi Telkom Purwokerto,S1,Desain Produk,4,90231,1,1
Institut Teknologi Telkom Purwokerto,S1,Teknologi Pangan,0,41221,0,0
Universitas Kristen Krida Wacana,S1,Informatika,7,55201,2983,4151
Universitas Kristen Krida Wacana,S1,Kedokteran,51,11201,2453,7619
Universitas Kristen Krida Wacana,S1,Teknik Elektro,8,20201,1924,4620
Universitas Kristen Krida Wacana,S1,Manajemen,14,61201,1064,1592
Universitas Kristen Krida Wacana,S1,Sistem Informasi,5,57201,991,1956
Universitas Kristen Krida Wacana,S1,Teknik Industri,7,26201,975,1994
Universitas Kristen Krida Wacana,Pro,Profesi Dokter,7,11901,862,1677
Universitas Kristen Krida Wacana,S1,Psikologi,14,73201,793,2432
Universitas Kristen Krida Wacana,S2,Manajemen,9,61101,772,1992
Universitas Kristen Krida Wacana,S1,Teknik Sipil,7,22201,703,1128
Universitas Kristen Krida Wacana,S1,Akuntansi,11,62201,284,1229
Universitas Kristen Krida Wacana,D3,Keperawatan,6,14401,238,477
Universitas Kristen Krida Wacana,S1,Sastra Inggris,6,79202,209,314
Universitas Kristen Krida Wacana,D4,Optometri,1,11304,1,1
Universitas Kristen Krida Wacana,D3,Kebidanan,0,15401,0,0
Universitas Muhammadiyah Pare-pare,S2,Agribisnis,5,54101,1808,2434
Universitas Muhammadiyah Pare-pare,S1,Kesehatan Masyarakat,11,13201,1685,2372
Universitas Muhammadiyah Pare-pare,S1,Agroteknologi,5,54211,1369,1948
Universitas Muhammadiyah Pare-pare,S1,Peternakan,7,54231,1277,2042
Universitas Muhammadiyah Pare-pare,S1,Agribisnis,11,54201,934,1723
Universitas Muhammadiyah Pare-pare,S1,Pendidikan Bahasa Inggris,11,88203,856,1548
Universitas Muhammadiyah Pare-pare,Pro,Pendidikan Profesi Guru,3,86904,844,5153
Universitas Muhammadiyah Pare-pare,S1,Pendidikan Biologi,6,84205,758,1677
Universitas Muhammadiyah Pare-pare,S2,Pendidikan Bahasa Inggris,8,88103,584,911
Universitas Muhammadiyah Pare-pare,S1,Manajemen,6,61201,405,697
Universitas Muhammadiyah Pare-pare,S1,Pendidikan Matematika,12,84202,402,662
Universitas Muhammadiyah Pare-pare,S1,Teknik Sipil,11,22201,282,292
Universitas Muhammadiyah Pare-pare,S2,Pendidikan Agama Islam,3,86130,281,416
Universitas Muhammadiyah Pare-pare,S1,Budidaya Perairan,4,54243,243,379
Universitas Muhammadiyah Pare-pare,S1,Akuntansi,9,62201,242,377
Universitas Muhammadiyah Pare-pare,S1,Gizi,1,13211,222,327
Universitas Muhammadiyah Pare-pare,S1,Perbankan Syari`ah,3,61206,201,221
Universitas Muhammadiyah Pare-pare,S1,Perencanaan Wilayah dan Kota,1,35201,132,162
Universitas Muhammadiyah Pare-pare,S1,Teknik Elektro,8,20201,128,317
Universitas Muhammadiyah Pare-pare,S1,Teknik Informatika,7,55201,107,147
Universitas Muhammadiyah Pare-pare,S3,Pendidikan Agama Islam,1,86030,78,88
Universitas Muhammadiyah Pare-pare,S1,Pendidikan Nonformal,6,86205,58,188
Universitas Muhammadiyah Pare-pare,S1,Ekonomi Pembangunan,5,60201,51,66
Universitas Muhammadiyah Pare-pare,S1,Pendidikan Agama Islam,4,86208,38,98
Universitas Muhammadiyah Pare-pare,S1,Ilmu Hukum,5,74201,23,23
Universitas Muhammadiyah Pare-pare,S1,PGRA,3,86207,4,4
Universitas Muhammadiyah Pare-pare,S1,Bimbingan dan Penyuluhan Islam,2,70232,3,3
Universitas Muhammadiyah Pare-pare,S1,Pendidikan Islam Anak Usia Dini,0,86236,0,0
Universitas Wiralodra,S1,Pendidikan Matematika,12,84202,1740,2871
Universitas Wiralodra,S1,Teknik Komputer,9,56202,1347,1612
Universitas Wiralodra,S1,Pendidikan Biologi,9,84205,1173,2501
Universitas Wiralodra,S1,Pendidikan Bahasa Inggris,11,88203,1074,2241
Universitas Wiralodra,S1,Pendidikan Bahasa Dan Sastra Indonesia,10,88201,1059,1882
Universitas Wiralodra,S1,Manajemen,18,61201,925,1489
Universitas Wiralodra,S1,Pendidikan Agama islam,8,86208,642,792
Universitas Wiralodra,S1,Kesehatan Masyarakat,8,13201,504,1014
Universitas Wiralodra,S2,Manajemen Pendidikan,5,86104,474,849
Universitas Wiralodra,S1,Agribisnis,8,54201,413,828
Universitas Wiralodra,S1,Agroteknologi,8,54211,327,551
Universitas Wiralodra,S1,Bimbingan Dan Konseling Pendidikan Islam,7,70232,216,546
Universitas Wiralodra,S2,Hukum,3,74101,198,653
Universitas Wiralodra,S1,Ilmu Hukum,14,74201,182,412
Universitas Wiralodra,S1,Teknik Sipil,8,22201,140,480
Universitas Wiralodra,S1,Ilmu Pemerintahan,7,65201,110,200
Universitas Wiralodra,S1,Perbankan Syariah,6,61206,25,25
Universitas Muhadi Setiabudi,S1,Manajemen,18,61201,713,1075
Universitas Muhadi Setiabudi,S1,Pendidikan Bahasa dan Sastra Indonesia,8,88201,442,557
Universitas Muhadi Setiabudi,S1,Pendidikan Guru Sekolah Dasar,17,86206,401,592
Universitas Muhadi Setiabudi,S1,Gizi,7,13211,220,290
Universitas Muhadi Setiabudi,S1,Agribisnis,6,54201,166,206
Universitas Muhadi Setiabudi,S1,Ilmu dan Teknologi Pangan,8,41203,115,145
Universitas Muhadi Setiabudi,D3,Farmasi,6,48401,83,108
Universitas Muhadi Setiabudi,S1,Teknik Informatika,6,55201,28,226
Universitas Muhadi Setiabudi,S1,Akuntansi,12,62201,20,95
Universitas Muhadi Setiabudi,S1,Teknik Sipil,4,22201,12,12
Universitas Serang Raya,S1,Manajemen,27,61201,2139,3430
Universitas Serang Raya,S1,Teknik Industri,19,26201,1820,4175
Universitas Serang Raya,S1,Teknik Informatika,18,55201,1801,2781
Universitas Serang Raya,S1,Administrasi Negara,11,63201,1141,1888
Universitas Serang Raya,S1,Teknik Kimia,9,24201,1110,1505
Universitas Serang Raya,S1,Ilmu Komunikasi,16,70201,932,1527
Universitas Serang Raya,S1,Akuntansi,15,62201,900,1820
Universitas Serang Raya,S1,Ilmu Hukum,5,74201,651,1106
Universitas Serang Raya,S1,Sistem Informasi,8,57201,605,1152
Universitas Serang Raya,S1,Sistem Komputer,8,56201,561,921
Universitas Serang Raya,D3,Manajemen Perusahaan,3,61405,540,1070
Universitas Serang Raya,S1,Pendidikan Matematika,7,84202,380,980
Universitas Serang Raya,S1,Teknik Sipil,6,22201,118,128
Universitas Serang Raya,D3,Komputerisasi Akuntansi,2,57402,117,207
Universitas Serang Raya,D3,Keuangan Dan Perbankan,3,61406,107,167
Universitas Serang Raya,D3,Akuntansi,3,62401,64,154
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S1,Manajemen,30,61201,2036,3306
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S1,Akuntansi,37,62201,1535,3531
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S3,Ilmu Manajemen,7,61001,1058,1966
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S2,Akuntansi,6,62101,916,3238
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,S2,Manajemen,8,61101,469,865
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,Pro,Profesi Akuntan,6,62901,390,1040
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,D3,Manajemen Perpajakan,6,61403,369,599
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,D3,Akuntansi,6,62401,226,643
Universitas Widya Gama,S1,Teknik Informatika,7,55201,2202,4208
Universitas Widya Gama,S1,Teknik Elektro,7,20201,1578,5732
Universitas Widya Gama,S2,Manajemen,5,61101,1414,2009
Universitas Widya Gama,S1,Akuntansi,12,62201,1012,1453
Universitas Widya Gama,D3,Mesin Otomotif,6,21403,935,1423
Universitas Widya Gama,S1,Teknik Industri,6,26201,931,1587
Universitas Widya Gama,S1,Manajemen,7,61201,708,1018
Universitas Widya Gama,S1,Teknik Mesin,7,21201,565,1311
Universitas Widya Gama,S1,Agroteknologi,8,54211,562,922
Universitas Widya Gama,S1,Teknik Sipil,7,22201,536,1048
Universitas Widya Gama,S1,Teknologi Hasil Pertanian,6,41231,472,1262
Universitas Widya Gama,S1,Agribisnis,5,54201,433,1032
Universitas Widya Gama,S1,Ilmu Hukum,7,74201,311,476
Universitas Widya Gama,S2,Ilmu Hukum,6,74101,100,310
Universitas Widya Gama,D3,Keuangan Dan Perbankan,2,61406,44,84
Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,S1,Sistem Informasi,60,57201,3857,8111
Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,S1,Sistem Komputer,9,56201,660,2185
Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,D3,Teknik Komputer,5,56401,403,1184
Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,D3,Manajemen Informatika,4,57401,265,640
Universitas Tidar,S1,Teknik Mesin,14,21201,3194,12783
Universitas Tidar,S1,Ekonomi Pembangunan,14,60201,1528,2087
Universitas Tidar,S1,Pendidikan IPA,13,84206,955,1478
Universitas Tidar,S1,Pendidikan Bahasa Inggris,30,88203,888,1344
Universitas Tidar,S1,Manajemen,15,61201,647,721
Universitas Tidar,S1,Pendidikan Matematika,9,84202,622,687
Universitas Tidar,S1,Teknik Sipil,14,22201,501,835
Universitas Tidar,S1,Pendidikan Biologi,8,84025,490,680
Universitas Tidar,S1,Pendidikan Bahasa Dan Sastra Indonesia,13,88201,344,394
Universitas Tidar,S1,Peternakan,13,54231,321,440
Universitas Tidar,S1,Ilmu Administrasi Negara,10,63201,317,679
Universitas Tidar,S2,Pendidikan Bahasa Indonesia,4,88101,272,534
Universitas Tidar,D4,Teknologi Rekayasa Perancangan Manufaktur,7,36301,257,465
Universitas Tidar,D3,Akuntansi,12,62401,221,376
Universitas Tidar,S1,Teknik Elektro,13,20201,213,401
Universitas Tidar,S1,Hukum,15,74201,182,308
Universitas Tidar,S1,Akuakultur,8,54242,173,1877
Universitas Tidar,S1,Agroteknologi,18,54211,161,161
Universitas Tidar,S1,Ilmu Komunikasi,9,70201,78,78
Universitas Tidar,S1,Akuntansi,11,62201,78,138
Universitas Tidar,D3,Teknik Mesin,1,21401,2,2
Universitas Bhakti Kencana,S1,Farmasi,31,48201,1882,4097
Universitas Bhakti Kencana,S2,Ilmu Farmasi,5,48101,473,1506
Universitas Bhakti Kencana,S1,Kesehatan Masyarakat,6,13201,418,703
Universitas Bhakti Kencana,S1,Kebidanan,3,15201,215,295
Universitas Bhakti Kencana,D3,Kebidanan,28,15401,184,279
Universitas Bhakti Kencana,S1,Keperawatan,17,14201,177,207
Universitas Bhakti Kencana,Pro,Profesi Apoteker,7,48901,153,183
Universitas Bhakti Kencana,D3,Kebidanan (Kampus Kota Tasikmalaya),2,15406,64,64
Universitas Bhakti Kencana,S1,Keperawatan (Kampus Kota Tasikmalaya),2,14202,61,81
Universitas Bhakti Kencana,D3,Keperawatan (Kampus Kab. Garut),3,14402,55,55
Universitas Bhakti Kencana,D3,Farmasi,6,48401,54,292
Universitas Bhakti Kencana,D3,Keperawatan,19,14401,32,32
Universitas Bhakti Kencana,Pro,Pendidikan Profesi Bidan,5,15901,6,6
Universitas Bhakti Kencana,Pro,Pendidikan Profesi Ners,8,14901,3,3
Universitas Bhakti Kencana,D4,Keperawatan Anestesiologi,3,14320,2,2
Universitas Bhakti Kencana,D3,Kebidanan (Kampus Kab Kendal),1,15405,1,1
Universitas Bhakti Kencana,Pro,Pendidikan Profesi Ners,0,14904,0,0
Universitas Bhakti Kencana,S1,Farmasi (Kampus Kabupaten Kendal),0,48204,0,0
Universitas Bhakti Kencana,S1,Keperawatan (Kampus Kota Tasikmalaya),0,14205,0,0
Universitas Bhakti Kencana,D3,Kebidanan (Kampus Kota Mataram),1,15404,0,0
Universitas Bhakti Kencana,S1,Farmasi (Kampus Kab Kendal),0,48202,0,0
Universitas Bhakti Kencana,D3,Kebidanan (Kampus Kota Serang),0,15403,0,0
Universitas Bhakti Kencana,D3,Kebidanan (Kampus kab Subang),0,15402,0,0
Universitas Bhakti Kencana,D3,Keperawatan (Kampus Kota Jakarta),0,14403,0,0
Universitas Bhakti Kencana,Pro,Pendidikan Profesi Ners (Kampus Kota Tasikmalaya),0,14902,0,0
Universitas Bhakti Kencana,S1,Ilmu Komunikasi,3,70201,0,0
Universitas Bhakti Kencana,S1,Psikologi,6,73201,0,0
Institut Bisnis dan Teknologi Pelita Indonesia,S1,Manajemen,20,61201,2223,4381
Institut Bisnis dan Teknologi Pelita Indonesia,S1,Teknik Informatika,12,55202,1380,4819
Institut Bisnis dan Teknologi Pelita Indonesia,S1,Akuntansi,17,62201,1027,2419
Institut Bisnis dan Teknologi Pelita Indonesia,S1,Sistem Informasi,9,57201,851,1555
Institut Bisnis dan Teknologi Pelita Indonesia,S2,Manajemen,5,61101,160,310
Institut Bisnis dan Teknologi Pelita Indonesia,D3,Akuntansi,0,62401,0,0
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Matematika,17,84202,1753,2756
Universitas Islam Negeri Raden Fatah Palembang,S1,Kimia,17,47201,1038,1726
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Bahasa Inggris,18,88201,955,2032
Universitas Islam Negeri Raden Fatah Palembang,S2,Manajemen Pendidikan Islam,7,86104,947,1711
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Biologi,13,84205,741,1254
Universitas Islam Negeri Raden Fatah Palembang,S1,Sistem Informasi,22,57201,737,1462
Universitas Islam Negeri Raden Fatah Palembang,S1,Bimbingan Penyuluhan Islam,11,70232,690,1405
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Guru Madrasah Ibtidaiyah,20,86232,415,500
Universitas Islam Negeri Raden Fatah Palembang,S3,Pendidikan Agama Islam,5,86008,397,1244
Universitas Islam Negeri Raden Fatah Palembang,S1,Biologi,15,46201,369,692
Universitas Islam Negeri Raden Fatah Palembang,S1,Psikologi Islam,18,73201,351,786
Universitas Islam Negeri Raden Fatah Palembang,S3,Peradaban Islam,5,80030,298,423
Universitas Islam Negeri Raden Fatah Palembang,S2,Studi Islam,5,76102,285,385
Universitas Islam Negeri Raden Fatah Palembang,S1,Hukum Ekonomi Syariah (Mu'amalah),17,74234,274,452
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Agama Islam,24,86208,207,392
Universitas Islam Negeri Raden Fatah Palembang,S1,Perbankan Syariah,24,61206,162,444
Universitas Islam Negeri Raden Fatah Palembang,S2,Ekonomi Syariah,7,74134,158,190
Universitas Islam Negeri Raden Fatah Palembang,Pro,Pendidikan Profesi Guru Keagamaan,8,86902,141,424
Universitas Islam Negeri Raden Fatah Palembang,S1,Hukum Pidana Islam (Jinayah),20,74231,137,152
Universitas Islam Negeri Raden Fatah Palembang,S1,Politik Islam,7,74237,125,173
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Fisika,6,84203,115,185
Universitas Islam Negeri Raden Fatah Palembang,S1,Sejarah Peradaban Islam,6,80230,111,191
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Kimia,5,84204,109,249
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Bahasa Arab,15,88204,96,171
Universitas Islam Negeri Raden Fatah Palembang,S2,Ilmu Al-Qur'an dan Tafsir,5,76131,95,95
Universitas Islam Negeri Raden Fatah Palembang,S1,Ekonomi Syariah,22,60202,84,144
Universitas Islam Negeri Raden Fatah Palembang,S2,Pendidikan Agama Islam,5,86130,74,134
Universitas Islam Negeri Raden Fatah Palembang,S1,Manajemen Pendidikan Islam (Kependidikan Islam),13,86231,73,273
Universitas Islam Negeri Raden Fatah Palembang,S1,Ilmu Hadis,7,76235,59,59
Universitas Islam Negeri Raden Fatah Palembang,S1,Komunikasi dan Penyiaran Islam,7,70233,52,52
Universitas Islam Negeri Raden Fatah Palembang,S1,Ilmu Komunikasi,15,70201,38,38
Universitas Islam Negeri Raden Fatah Palembang,S1,Manajemen Zakat dan Wakaf,13,74236,34,34
Universitas Islam Negeri Raden Fatah Palembang,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),19,74230,34,34
Universitas Islam Negeri Raden Fatah Palembang,S1,Bahasa dan Sastra Arab,10,79203,24,104
Universitas Islam Negeri Raden Fatah Palembang,S1,Ilmu Perpustakaan,13,71401,18,38
Universitas Islam Negeri Raden Fatah Palembang,S1,Pendidikan Islam Anak Usia Dini,14,86233,16,16
Universitas Islam Negeri Raden Fatah Palembang,S1,Jurnalistik,10,70202,16,16
Universitas Islam Negeri Raden Fatah Palembang,S1,Studi Agama-agama,9,76234,15,15
Universitas Islam Negeri Raden Fatah Palembang,S1,Perbandingan Mazhab,10,74233,15,15
Universitas Islam Negeri Raden Fatah Palembang,S1,Aqidah dan Filsafat Islam,11,76232,15,15
Universitas Islam Negeri Raden Fatah Palembang,S2,Sejarah Peradaban Islam,6,80101,13,43
Universitas Islam Negeri Raden Fatah Palembang,S1,Ilmu Al-Qur'an dan Tafsir,11,76231,13,13
Universitas Islam Negeri Raden Fatah Palembang,S1,Manajemen Dakwah,8,70230,12,12
Universitas Islam Negeri Raden Fatah Palembang,S1,Ilmu Politik,19,67201,11,11
Universitas Islam Negeri Raden Fatah Palembang,S2,Hukum Tatanegara (Siyasah),7,74135,10,10
Universitas Islam Negeri Raden Fatah Palembang,S1,Pengembangan Masyarakat Islam,6,70231,9,9
Universitas Islam Negeri Raden Fatah Palembang,S1,Tasawuf dan Psikoterapi,9,76236,6,6
Universitas Islam Negeri Raden Fatah Palembang,D3,Perbankan Syariah,0,61406,0,0
Politeknik Negeri Banyuwangi,D4,Teknologi Rekayasa Perangkat Lunak,21,58302,1749,3100
Politeknik Negeri Banyuwangi,D4,Teknologi Rekayasa Manufaktur,11,36301,1695,3002
Politeknik Negeri Banyuwangi,D3,Teknik Sipil,11,22401,1099,1946
Politeknik Negeri Banyuwangi,D4,Agribisnis,18,41311,891,1493
