Affiliations,Level,Department,Authors,Code ,Score 3 Yr,Score Overall
Universitas Nusantara PGRI Kediri,S1,Akuntansi,11,62201,696,1271
Universitas Nusantara PGRI Kediri,S1,Teknik Mesin,10,21201,684,1157
Universitas Nusantara PGRI Kediri,S1,"Pendidikan Jasmani, Kesehatan Dan Rekreas",20,85201,673,1308
Universitas Nusantara PGRI Kediri,S1,Bimbingan Dan Konseling,15,86201,628,1414
Universitas Nusantara PGRI Kediri,S1,Teknik Informatika,20,55201,615,1971
Universitas Nusantara PGRI Kediri,S1,Pendidikan Biologi,7,84205,236,656
Universitas Nusantara PGRI Kediri,D3,Keperawatan,7,14401,202,487
Universitas Nusantara PGRI Kediri,S2,Pendidikan Ekonomi,5,87103,202,362
Universitas Nusantara PGRI Kediri,D3,Teknik Elektronika,5,20401,179,293
Universitas Nusantara PGRI Kediri,S1,Pendidikan Bahasa Inggris,9,88203,177,623
Universitas Nusantara PGRI Kediri,S1,Pendidikan Bahasa Dan Sastra Indonesia,10,88201,173,393
Universitas Nusantara PGRI Kediri,S1,Pendidikan Ekonomi,6,87203,161,326
Universitas Nusantara PGRI Kediri,S1,Peternakan,5,54231,158,349
Universitas Nusantara PGRI Kediri,S2,Keguruan Olahraga,5,85101,98,232
Universitas Nusantara PGRI Kediri,S1,Pendidikan Pancasila Dan Kewarganegaraan,6,87205,60,241
Universitas Nusantara PGRI Kediri,D3,Teknik Industri,4,26401,41,76
Universitas Nusantara PGRI Kediri,S1,Pendidikan Sejarah,6,87201,11,41
Universitas Nusantara PGRI Kediri,D3,Kebidanan,1,15401,1,1
Universitas Islam Negeri Sunan Ampel,S1,Matematika,10,44201,1668,2526
Universitas Islam Negeri Sunan Ampel,S1,Sistem Informasi,15,55201,1302,1634
Universitas Islam Negeri Sunan Ampel,S3,Pendidikan Agama Islam,7,86030,742,1929
Universitas Islam Negeri Sunan Ampel,S1,Psikologi,18,73201,709,986
Universitas Islam Negeri Sunan Ampel,S1,Pengembangan Masyarakat Islam,7,70231,707,747
Universitas Islam Negeri Sunan Ampel,S2,Pendidikan Bahasa Arab,7,88104,556,661
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Bahasa Arab,10,88204,534,774
Universitas Islam Negeri Sunan Ampel,S2,Pendidikan Agama Islam,13,86108,526,799
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Matematika,10,84202,477,800
Universitas Islam Negeri Sunan Ampel,S1,Sosiologi,12,69201,469,816
Universitas Islam Negeri Sunan Ampel,S1,Biologi,13,46201,436,577
Universitas Islam Negeri Sunan Ampel,S1,Teknik Sipil,6,22201,432,544
Universitas Islam Negeri Sunan Ampel,S1,Manajemen,10,61201,419,477
Universitas Islam Negeri Sunan Ampel,S1,Arsitektur,9,23201,321,742
Universitas Islam Negeri Sunan Ampel,S1,Ekonomi Syari'ah,18,60202,282,292
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Kelautan,10,54241,274,329
Universitas Islam Negeri Sunan Ampel,S1,Komunikasi dan Penyiaran Islam,6,70233,271,611
Universitas Islam Negeri Sunan Ampel,S1,Hukum Keluarga Islam/Ahwal al- Syakhshiyah,12,74230,252,252
Universitas Islam Negeri Sunan Ampel,S3,Studi Islam,6,70034,248,723
Universitas Islam Negeri Sunan Ampel,S1,Akuntansi,8,62201,239,239
Universitas Islam Negeri Sunan Ampel,S1,Gizi,5,13211,235,475
Universitas Islam Negeri Sunan Ampel,S1,Sastra Indonesia,9,79201,220,294
Universitas Islam Negeri Sunan Ampel,S3,Ekonomi Syariah,12,60002,219,478
Universitas Islam Negeri Sunan Ampel,S1,Teknik Lingkungan,9,352045,213,243
Universitas Islam Negeri Sunan Ampel,S2,Ilmu Al-Qur'an dan Tafsir,6,76131,201,221
Universitas Islam Negeri Sunan Ampel,S1,Sastra Inggris,9,79202,181,181
Universitas Islam Negeri Sunan Ampel,Pro,Pendidikan Profesi Guru,5,86902,179,179
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Ilmu Pengetahuan Alam,6,84206,172,196
Universitas Islam Negeri Sunan Ampel,S1,Studi Agama Agama,6,76234,171,246
Universitas Islam Negeri Sunan Ampel,S1,Hukum,8,74201,164,174
Universitas Islam Negeri Sunan Ampel,S1,Tasawuf dan Psikoterapi,5,76236,152,564
Universitas Islam Negeri Sunan Ampel,S1,Hukum Ekonomi Syariah/Muamalah,12,74234,137,270
Universitas Islam Negeri Sunan Ampel,S1,Manajemen Pendidikan Islam/Kependidikan Islam,8,86231,128,163
Universitas Islam Negeri Sunan Ampel,S1,Sejarah Peradaban Islam,17,80230,128,365
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Guru Madrasah Ibtidaiyah,9,86232,127,209
Universitas Islam Negeri Sunan Ampel,S2,Aqidah dan Filsafat Islam,5,76137,109,177
Universitas Islam Negeri Sunan Ampel,S1,Hukum Tata Negara/Politik Islam/Siyasah,8,74235,90,130
Universitas Islam Negeri Sunan Ampel,S1,Bimbingan Konseling Islam,11,70232,90,90
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Agama Islam,12,86208,84,84
Universitas Islam Negeri Sunan Ampel,S2,Pendidikan Guru Madrasah Ibtidaiyah,6,86132,82,212
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Al Quran dan Tafsir,11,76231,74,74
Universitas Islam Negeri Sunan Ampel,S1,Aqidah dan Filsafat Islam,10,76237,72,72
Universitas Islam Negeri Sunan Ampel,S1,Perbandingan Madzhab,5,74233,59,67
Universitas Islam Negeri Sunan Ampel,S1,Hubungan Internasional,9,84201,53,110
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Ekonomi,6,60201,48,88
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Politik,10,67201,42,284
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Komunikasi,9,70201,40,90
Universitas Islam Negeri Sunan Ampel,S2,Hukum Tata Negara / Siyasah,5,74134,40,48
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Islam Anak Usia Dini,7,86233,40,40
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Falak,6,50202,29,53
Universitas Islam Negeri Sunan Ampel,S1,Pendidikan Bahasa Inggris,12,88203,26,102
Universitas Islam Negeri Sunan Ampel,S1,Bahasa dan Sastra Arab,11,79203,20,20
Universitas Islam Negeri Sunan Ampel,S1,Hukum  Pidana/Jinayah,8,74231,17,17
Universitas Islam Negeri Sunan Ampel,S1,Ilmu Hadist,8,76235,12,12
Universitas Islam Negeri Sunan Ampel,S2,Ekonomi Syariah,5,60102,12,12
Universitas Islam Negeri Sunan Ampel,S2,Komunikasi dan Penyiaran Islam,5,70133,12,12
Universitas Islam Negeri Sunan Ampel,S2,Studi Islam,5,70134,10,10
Universitas Islam Negeri Sunan Ampel,S1,Pemikiran Politik Islam,5,74237,9,9
Universitas Islam Negeri Sunan Ampel,S1,Manajemen Zakat dan Wakaf,6,74236,8,58
Universitas Islam Negeri Sunan Ampel,S1,Manajemen Dakwah,5,70230,7,183
Universitas Islam Negeri Sunan Ampel,S3,Ilmu Al-Quran dan Tafsir,4,76031,6,6
Universitas Islam Negeri Sunan Ampel,S2,Ilmu Hadist,3,76135,3,3
Universitas Hang Tuah Surabaya,S1,Pendidikan Dokter Gigi,30,12201,1177,2236
Universitas Hang Tuah Surabaya,S1,Teknik Sistem Perkapalan,6,36202,1039,1455
Universitas Hang Tuah Surabaya,S1,Farmasi,17,48201,543,2140
Universitas Hang Tuah Surabaya,S1,Perikanan,7,54242,319,590
Universitas Hang Tuah Surabaya,S1,Teknik Perkapalan,8,36201,318,637
Universitas Hang Tuah Surabaya,S2,Ilmu Hukum,6,74101,303,637
Universitas Hang Tuah Surabaya,Pro,Profesi Dokter Gigi,19,12901,262,262
Universitas Hang Tuah Surabaya,S1,Teknik Elektro,8,20201,246,629
Universitas Hang Tuah Surabaya,S2,Teknik Kelautan,4,38101,161,846
Universitas Hang Tuah Surabaya,S3,Administrasi Publik,4,63002,140,177
Universitas Hang Tuah Surabaya,S1,Psikologi,14,73201,131,176
Universitas Hang Tuah Surabaya,S1,Ilmu Hukum,10,74201,130,246
Universitas Hang Tuah Surabaya,D3,Manajemen Pelabuhan,7,92404,108,158
Universitas Hang Tuah Surabaya,S1,Oseanologi,6,38201,106,565
Universitas Hang Tuah Surabaya,Pro,Pendidikan Profesi Dokter,22,11901,83,263
Universitas Hang Tuah Surabaya,D3,Permesinan Kapal,6,36402,52,142
Universitas Hang Tuah Surabaya,S2,Administrasi Publik,5,63101,35,113
Universitas Hang Tuah Surabaya,D4,Teknologi Rekayasa Operasi Kapal,7,36308,34,154
Universitas Hang Tuah Surabaya,D4,Teknologi Rekayasa Permesinan Kapal,0,36306,0,0
Universitas Hang Tuah Surabaya,D4,Manajemen Pelabuhan Dan Logistik Maritim,0,92304,0,0
Universitas Hang Tuah Surabaya,D3,Studi Nautika,0,92403,0,0
Universitas Pembangunan Jaya Tangerang,S1,Teknik Sipil,14,22201,2036,9321
Universitas Pembangunan Jaya Tangerang,S1,Manajemen,11,61201,1610,3092
Universitas Pembangunan Jaya Tangerang,S1,Informatika,7,55201,1407,3458
Universitas Pembangunan Jaya Tangerang,S1,Arsitektur,12,23201,788,1532
Universitas Pembangunan Jaya Tangerang,S1,Akuntansi,9,62201,752,1207
Universitas Pembangunan Jaya Tangerang,S1,Ilmu Komunikasi,11,70201,674,1044
Universitas Pembangunan Jaya Tangerang,S1,Sistem Informasi,10,57201,547,1489
Universitas Pembangunan Jaya Tangerang,S1,Psikologi,9,73201,420,1277
Universitas Pembangunan Jaya Tangerang,S1,Desain Produk,6,90231,112,277
Universitas Pembangunan Jaya Tangerang,S1,Desain Komunikasi Visual,7,90241,74,450
Universitas Borneo Tarakan,S1,Manajemen Sumber Daya Perairan,15,54242,3549,7297
Universitas Borneo Tarakan,S1,Akuakultur,15,54250,1663,2547
Universitas Borneo Tarakan,S1,Agribisnis,14,54201,872,1017
Universitas Borneo Tarakan,S1,Pendidikan Bahasa Inggris,15,88203,829,1254
Universitas Borneo Tarakan,S1,Agroteknologi,12,54211,784,1205
Universitas Borneo Tarakan,S1,Bimbingan dan Konseling,17,86201,734,974
Universitas Borneo Tarakan,S1,Pendidikan Matematika,16,84202,722,1255
Universitas Borneo Tarakan,S1,Teknik Sipil,18,22201,710,1119
Universitas Borneo Tarakan,S2,Ilmu Manajemen,4,61101,609,795
Universitas Borneo Tarakan,S1,Teknik Elektro,10,20201,551,1065
Universitas Borneo Tarakan,S1,Hukum,16,74201,534,602
Universitas Borneo Tarakan,S2,Hukum,7,74171,494,704
Universitas Borneo Tarakan,S2,Ilmu Pertanian,5,54108,394,554
Universitas Borneo Tarakan,S1,Teknologi Hasil Perikanan,10,54249,371,726
Universitas Borneo Tarakan,S1,Pendidikan Biologi,14,84205,357,721
Universitas Borneo Tarakan,S1,Keperawatan,6,14201,335,425
Universitas Borneo Tarakan,S1,Kebidanan,7,15201,247,442
Universitas Borneo Tarakan,S1,Pendidikan Guru Sekolah Dasar,19,86206,243,354
Universitas Borneo Tarakan,Pro,Pendidikan Profesi Bidan,6,15901,208,298
Universitas Borneo Tarakan,D3,Keperawatan,6,14401,204,328
Universitas Borneo Tarakan,S1,Teknik Komputer,6,56202,198,569
Universitas Borneo Tarakan,S1,Ekonomi Pembangunan,13,60201,138,206
Universitas Borneo Tarakan,D3,Kebidanan,12,15401,121,121
Universitas Borneo Tarakan,Pro,Pendidikan Profesi Ners,7,14901,121,437
Universitas Borneo Tarakan,S1,Akuntansi,8,62201,106,106
Universitas Borneo Tarakan,S1,Teknik Mesin,8,21201,104,174
Universitas Borneo Tarakan,S1,Pendidikan Bahasa Indonesia,11,88201,42,42
Universitas Borneo Tarakan,S1,Manajemen,9,61201,39,79
Universitas Persada Indonesia Yai,S3,Ilmu Psikologi,7,73001,1152,2940
Universitas Persada Indonesia Yai,S2,Manajemen,8,61101,728,1621
Universitas Persada Indonesia Yai,S1,Sistem Informasi,11,57201,572,717
Universitas Persada Indonesia Yai,S2,Psikologi Profesi,5,73103,469,594
Universitas Persada Indonesia Yai,S2,Teknik Sipil,6,22101,364,919
Universitas Persada Indonesia Yai,S3,Ilmu Manajemen,11,61001,264,894
Universitas Persada Indonesia Yai,S2,Psikologi,4,73101,166,226
Universitas Persada Indonesia Yai,S1,Manajemen,14,61201,154,377
Universitas Persada Indonesia Yai,S1,Arsitektur,5,23201,151,309
Universitas Persada Indonesia Yai,S1,Teknik Informatika,7,55201,124,204
Universitas Persada Indonesia Yai,S1,Akuntansi,10,62201,111,261
Universitas Persada Indonesia Yai,S1,Ilmu Komunikasi,12,70201,92,182
Universitas Persada Indonesia Yai,S1,Psikologi,9,73201,68,68
Universitas Persada Indonesia Yai,S2,Ilmu Komunikasi,6,70101,44,54
Universitas Persada Indonesia Yai,S1,Teknik Industri,4,26201,7,67
Universitas Persada Indonesia Yai,D3,Manajemen Perusahaan,4,61405,6,6
Universitas Persada Indonesia Yai,S1,Desain Komunikasi Visual,3,90241,5,5
Universitas Persada Indonesia Yai,S1,Teknik Sipil,2,22201,4,4
Universitas Persada Indonesia Yai,D3,Manajemen Informatika,0,57401,0,0
Universitas Persada Indonesia Yai,D3,Teknik Informatika,0,55401,0,0
Institut Teknologi Indonesia,S1,Teknik Kimia,15,24201,3231,11613
Institut Teknologi Indonesia,S1,Teknik Mesin,9,21201,779,1897
Institut Teknologi Indonesia,D3,Mesin Otomotif,5,21403,501,793
Institut Teknologi Indonesia,S1,Arsitektur,6,23201,384,434
Institut Teknologi Indonesia,S1,Teknik Sipil,8,22201,366,1824
Institut Teknologi Indonesia,S1,Teknik Industri,8,26201,292,422
Institut Teknologi Indonesia,S1,Teknik Elektro,10,20201,190,276
Institut Teknologi Indonesia,S1,Teknologi Industri Pertanian,8,41211,108,283
Institut Teknologi Indonesia,S1,Manajemen,5,61201,97,187
Institut Teknologi Indonesia,S1,Teknik Informatika,11,55201,92,343
Institut Teknologi Indonesia,S1,Perencanaan Wilayah Dan Kota,5,35201,85,105
Institut Teknologi Indonesia,Pro,Program Profesi Insinyur,0,23902,0,0
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Kimia,8,47201,1588,1896
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan  Bahasa Inggris,31,88203,1544,2102
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ekonomi Syariah,17,60202,840,1118
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Sejarah dan Kebudayaan Islam,24,80230,682,1174
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Matematika,18,84202,662,1273
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Teknik Lingkungan,12,25201,598,1318
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Perbankan Syariah,19,61206,575,838
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Guru Madrasah Ibtidaiyah,18,86232,536,7459
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Ekonomi Syariah,6,60102,477,1811
Universitas Islam Negeri Ar-Raniry Banda Aceh,S3,Fiqh Modern (Hukum Islam),17,74033,441,1147
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Biologi,9,46201,419,629
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Teknologi Informasi,13,59201,373,759
Universitas Islam Negeri Ar-Raniry Banda Aceh,S3,Pendidikan Agama Islam,13,86008,282,405
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Kesejahteraan Sosial,8,72201,246,552
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Psikologi,16,73201,237,352
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Kimia,15,84204,179,276
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Politik,9,67201,167,421
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Bimbingan dan Konseling Islam,15,70232,166,196
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Manajemen Pendidikan Islam,16,86231,159,438
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Hukum Tata Negara (Siyasah),16,74235,155,304
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Hukum Keluarga (Ahwal Al-syakhshiyyah),6,74130,146,222
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Manajemen Dakwah,9,70230,145,165
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Ekonomi,14,60201,141,165
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Hukum Pidana Islam,9,74231,138,138
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Hukum Ekonomi Syari'ah (Muamalah),14,74234,138,218
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Fisika,11,84203,131,266
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Teknologi Informasi,6,83207,126,275
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Hukum Keluarga (Akhwal Syahsiyyah),10,74230,124,132
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Arsitektur,14,23201,106,667
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Komunikasi dan Penyiaran Islam,18,70233,102,102
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Biologi,11,84205,91,91
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Bahasa Arab,20,88204,89,89
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Islam Anak Usia Dini,9,86233,88,148
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Teknik Elektro,8,83201,70,219
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pendidikan Agama Islam,30,86208,66,107
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Ilmu Agama Islam,8,86131,56,92
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Pendidikan Bahasa Arab,6,88104,52,52
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Pengembangan Masyarakat Islam,7,70231,47,47
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Komunikasi dan Penyiaran Islam,6,70133,45,45
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Pendidikan Agama Islam,6,86108,45,127
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Sosiologi Agama,11,69202,40,88
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Administrasi Negara,9,63201,32,212
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Bahasa dan Sastra Arab,16,79203,29,62
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Aqidah dan Filsafat Islam,13,76232,28,28
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Perpustakaan,15,71201,25,25
Universitas Islam Negeri Ar-Raniry Banda Aceh,S2,Ilmu Al-Qur`an dan Tafsir,6,76131,18,116
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Studi Agama-Agama,8,76234,16,16
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Hukum,8,74201,15,99
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Bimbingan Konseling,8,86201,14,14
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Hadis,5,76235,13,13
Universitas Islam Negeri Ar-Raniry Banda Aceh,Pro,Pendidikan Profesi Guru,6,86902,13,13
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Perbandingan Mazhab dan Hukum,7,74233,12,12
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Ilmu Al-Qur`an dan Tafsir,7,76231,12,12
Universitas Islam Negeri Ar-Raniry Banda Aceh,S1,Teknik Fisika,0,30201,0,0
Universitas Muhammadiyah Tasikmalaya,S1,Teknik Mesin,6,21201,6133,11510
Universitas Muhammadiyah Tasikmalaya,S1,Pendidikan Guru Sekolah Dasar,7,86206,1080,1419
Universitas Muhammadiyah Tasikmalaya,S1,Pendidikan Teknologi Informasi,6,83207,632,919
Universitas Muhammadiyah Tasikmalaya,Pro,Profesi Ners,6,14901,593,1044
Universitas Muhammadiyah Tasikmalaya,D3,Kebidanan,10,15401,494,564
Universitas Muhammadiyah Tasikmalaya,S1,Ilmu Keperawatan,12,14201,360,502
Universitas Muhammadiyah Tasikmalaya,S1,Pendidikan Seni Drama Tari dan Musik,5,88209,333,373
Universitas Muhammadiyah Tasikmalaya,S1,Teknik Elektro,6,20201,318,398
Universitas Muhammadiyah Tasikmalaya,S1,Bimbingan Dan Konseling,5,86201,313,477
Universitas Muhammadiyah Tasikmalaya,S1,Teknik Lingkungan,5,25201,256,681
Universitas Muhammadiyah Tasikmalaya,S1,Pendidikan Guru Pendidikan Anak Usia Dini,5,86207,217,382
Universitas Muhammadiyah Tasikmalaya,D3,Keperawatan,5,14401,63,88
Universitas Muhammadiyah Tasikmalaya,S1,Teknik Pertambangan,3,31201,22,85
Universitas Muhammadiyah Tasikmalaya,Pro,Pendidikan Profesi Bidan,0,15901,0,0
Universitas Muhammadiyah Tasikmalaya,S1,Kebidanan,0,15201,0,0
Universitas Swiss German,S1,Teknik Kimia,6,24201,1334,4521
Universitas Swiss German,S1,Teknologi Pangan,7,41221,807,2954
Universitas Swiss German,S1,Teknik Biomedis,6,11410,735,6837
Universitas Swiss German,S1,Teknik Informatika,4,55201,592,3780
Universitas Swiss German,S2,Teknik Informatika,4,55101,408,2476
Universitas Swiss German,S1,Teknik Industri,4,26201,303,752
Universitas Swiss German,S1,Teknik Mesin,4,21201,271,795
Universitas Swiss German,S2,Teknik Mesin,6,21101,271,2805
Universitas Swiss German,S1,Ilmu Komunikasi,3,70201,191,612
Universitas Swiss German,S2,Manajemen,5,61101,89,473
Universitas Swiss German,S1,Manajemen,8,61201,31,63
Universitas Swiss German,S1,Akuntansi,4,62201,5,5
Universitas Islam Nahdlatul Ulama Jepara,S1,Manajemen,17,61201,891,1519
Universitas Islam Nahdlatul Ulama Jepara,S1,Akuntansi,15,62201,859,1738
Universitas Islam Nahdlatul Ulama Jepara,S1,Ekonomi Islam,6,60202,740,1219
Universitas Islam Nahdlatul Ulama Jepara,S1,Pendidikan Bahasa Inggris,8,88203,587,1192
Universitas Islam Nahdlatul Ulama Jepara,S1,Pendidikan Agama Islam,21,86208,522,981
Universitas Islam Nahdlatul Ulama Jepara,S1,Pendidikan Guru Sekolah Dasar,12,86206,465,870
Universitas Islam Nahdlatul Ulama Jepara,S1,Teknik Sipil,7,22201,453,683
Universitas Islam Nahdlatul Ulama Jepara,S2,Manajemen Pendidikan Islam,6,86131,453,765
Universitas Islam Nahdlatul Ulama Jepara,S1,Teknik Informatika,9,55201,328,682
Universitas Islam Nahdlatul Ulama Jepara,S1,Sistem Informasi,8,57201,269,762
Universitas Islam Nahdlatul Ulama Jepara,S1,Komunikasi dan Penyiaran Islam,7,70233,251,481
Universitas Islam Nahdlatul Ulama Jepara,S1,Pendidikan Guru Pendidikan Anak Usia Dini,4,86207,153,253
Universitas Islam Nahdlatul Ulama Jepara,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),7,74230,127,167
Universitas Islam Nahdlatul Ulama Jepara,S1,Teknik Industri,8,26201,126,558
Universitas Islam Nahdlatul Ulama Jepara,S1,Teknik Elektro,4,20201,109,254
Universitas Islam Nahdlatul Ulama Jepara,S1,Budidaya Perairan,5,54243,83,153
Universitas Islam Nahdlatul Ulama Jepara,S1,Desain Komunikasi Visual,7,90241,48,48
Universitas Islam Nahdlatul Ulama Jepara,S1,Desain Produk,6,90231,35,70
Universitas Islam Nahdlatul Ulama Jepara,S1,Perbankan Syariah,7,60304,6,6
Universitas Wahid Hasyim,S1,Teknik Mesin,9,21201,2491,4573
Universitas Wahid Hasyim,S1,Teknik Kimia,7,24201,1480,3840
Universitas Wahid Hasyim,S1,Teknik Informatika,7,55201,984,1900
Universitas Wahid Hasyim,S1,Manajemen,18,61201,909,1854
Universitas Wahid Hasyim,S1,Farmasi,17,48201,854,2462
Universitas Wahid Hasyim,S1,Agribisnis,13,54201,663,2349
Universitas Wahid Hasyim,S1,Akuntansi,8,62201,574,1104
Universitas Wahid Hasyim,S1,Ekonomi Islam,6,60202,465,690
Universitas Wahid Hasyim,S1,Ilmu Hukum,12,74201,369,889
Universitas Wahid Hasyim,S1,Kedokteran,9,11201,368,748
Universitas Wahid Hasyim,Pro,Profesi Apoteker,6,48901,356,1580
Universitas Wahid Hasyim,S1,Hukum Ekonomi Syari'ah (Muamalah),7,74234,347,652
Universitas Wahid Hasyim,S1,"Pendidikan Jasmani, Kesehatan dan Rekreas",7,85201,310,730
Universitas Wahid Hasyim,S1,Pendidikan Guru Madrasah Ibtidaiyah,6,86232,260,635
Universitas Wahid Hasyim,S2,Pendidikan Agama Islam,10,86108,211,366
Universitas Wahid Hasyim,S1,Ilmu Hubungan Internasional,5,64201,164,626
Universitas Wahid Hasyim,S1,Ilmu Politik,7,67201,156,356
Universitas Wahid Hasyim,S1,Pendidikan Agama Islam,10,86208,141,281
Universitas Wahid Hasyim,S3,Pendidikan Agama Islam,3,86030,78,330
Universitas Wahid Hasyim,S2,Hukum Ekonomi Syari'ah (Muamalah),4,74134,58,210
Universitas Wahid Hasyim,Pro,Profesi Dokter,1,11901,0,25
Universitas Janabadra,S1,Hukum,25,74201,1078,2059
Universitas Janabadra,S1,Akuntansi,10,62201,1041,1903
Universitas Janabadra,S1,Teknik Mesin,10,21201,891,3744
Universitas Janabadra,S2,Teknik Sipil,4,22101,883,1445
Universitas Janabadra,S1,Teknik Sipil,15,22201,623,1009
Universitas Janabadra,S1,Agribisnis,8,54201,551,875
Universitas Janabadra,S1,Informatika,9,55201,537,952
Universitas Janabadra,S2,Hukum,6,74101,366,1021
Universitas Janabadra,S1,Ekonomi Pembangunan,5,60201,259,544
Universitas Janabadra,S1,Manajemen,17,61201,232,690
Universitas Janabadra,S2,Manajemen,4,61101,160,250
Institut Teknologi Nasional Yogyakarta,S1,Teknik Elektro,11,20201,2430,11101
Institut Teknologi Nasional Yogyakarta,S1,Teknik Mesin,16,21201,1029,2413
Institut Teknologi Nasional Yogyakarta,S1,Teknik Geologi,18,34201,957,1217
Institut Teknologi Nasional Yogyakarta,S1,Teknik Pertambangan,19,31201,865,1347
Institut Teknologi Nasional Yogyakarta,S1,Perencanaan Wilayah dan Kota,16,35201,606,1097
Institut Teknologi Nasional Yogyakarta,S2,Teknik Geologi,5,34101,599,1120
Institut Teknologi Nasional Yogyakarta,D3,Teknik Mesin,7,21401,337,1460
Institut Teknologi Nasional Yogyakarta,S1,Teknik Sipil,10,22201,209,492
Institut Teknologi Nasional Yogyakarta,D3,Teknik Elektronika,5,20401,26,124
Universitas Bung Hatta,S1,Teknik Kimia,12,24201,1298,2331
Universitas Bung Hatta,S2,Manajemen,10,61101,1152,1732
Universitas Bung Hatta,S2,Teknik Sipil,14,22101,1093,4833
Universitas Bung Hatta,S1,Pendidikan Guru Sekolah Dasar,21,86206,1061,1462
Universitas Bung Hatta,D4,Teknologi Rekayasa Komputer Jaringan,7,56304,901,1706
Universitas Bung Hatta,S1,Teknik Mesin,11,21201,780,1369
Universitas Bung Hatta,S2,Sumber Daya Perairan Pesisir & Kelautan,6,54142,627,1246
Universitas Bung Hatta,S1,Manajemen,20,61201,423,674
Universitas Bung Hatta,S1,Pendidikan Matematika,9,84202,306,675
Universitas Bung Hatta,D3,Teknik Ekonomi Konstruksi,6,22402,302,2558
Universitas Bung Hatta,S1,Teknik Industri,10,26201,283,737
Universitas Bung Hatta,S1,Pendidikan Biologi,4,84205,257,623
Universitas Bung Hatta,S1,Sastra Inggris,6,79202,230,410
